,rooms,facilities,rating_n_reviews,specialties_1,specialties_2,price_per_night,house_rules,amenities,region,partner
31,6 guests · 2 bedrooms · 6 beds · 1 bath,Kitchen,5.0 (4 reviews),Entire home**__**Enhanced Clean**__**Self check-in**__**Cancellation policy**__**House rules,,€116/ night,"󰀥Check-in:  After 5:00 PM**__**󰀥Checkout: 9:00 AM**__**󰄄Self check-in with lockbox**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠃No smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €100","{""amenity_Bathroom"": [""Hot water"", ""Bathtub"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Iron"", ""Extra pillows and blankets"", ""Washer"", ""Hangers"", ""Dryer""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Family"": [""Crib"", ""High chair"", ""Pack \u2019n Play/travel crib""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Dedicated workspace"", ""Wifi""], ""amenity_Kitchen and dining"": [""Refrigerator"", ""Cooking basics"", ""Stove"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Oven"", ""Dishwasher""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony"", ""Garden or backyard""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Single level home""], ""amenity_Services"": [""Lockbox"", ""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
32,6 guests · 2 bedrooms · 4 beds · 2 baths,Kitchen,empty,,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,€132/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Oven"", ""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Shampoo"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Washer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
33,5 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,empty,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€67/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{},Uberlandia,Premium
34,5 guests · 2 bedrooms · 3 beds · 2 baths,Kitchen,empty,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,,€128/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Oven""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Shampoo""]}",Uberlandia,Premium
35,4 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,4.90 (43 reviews),,Entire home**__**Enhanced Clean**__**Kathrin is a Superhost**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,€130/ night,"󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠁Carbon monoxide detector not required Learn more**__**󱠁Smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €150",{},Uberlandia,Premium
36,4 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,empty,,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,€108/ night,󰀥Check-in:  After 2:00 PM**__**󰀥Checkout: 7:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{},Uberlandia,Premium
37,8 guests · 3 bedrooms · 6 beds · 1 bath,Kitchen,empty,Entire home**__**Enhanced Clean**__**Free cancellation until 1:00 PM on Mar 11**__**House rules,,€225/ night,󰀥Check-in:  1:00 PM - 6:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm,"{""amenity_Bathroom"": [""Shampoo"", ""Body soap""], ""amenity_Bedroom and laundry"": [""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Nespresso machine"", ""Microwave"", ""Kitchen"", ""Stove"", ""Refrigerator"", ""Dishes and silverware"", ""Dishwasher""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Hair dryer"", ""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance""]}",Uberlandia,Premium
38,8 guests · 4 bedrooms · 4 beds · 3 baths,Kitchen,empty,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€160/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Oven"", ""Kitchen"", ""Dishwasher"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Hair dryer"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm"", ""Unavailable: Essentials"", ""Unavailable: Washer"", ""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm""]}",Uberlandia,Premium
39,4 guests · 2 bedrooms · 2 beds · 1 bath,Kitchen,empty,Entire home**__**Enhanced Clean**__**Pets allowed**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€89 €82/ night,󰀥Check-in:  3:00 PM - 9:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Hot water"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Washer"", ""Essentials"", ""Hangers"", ""Dryer""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
40,4 guests · 1 bedroom · 5 beds · 1 bath,Kitchen,5.0 (6 reviews),Entire home**__**Enhanced Clean**__**Pool**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€196/ night,󰀥Check-in:  Flexible**__**󱤄Not suitable for children and infants**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Crib""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Stove"", ""Kitchen""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Pool""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Shampoo"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Heating"", ""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance"", ""Unavailable: Washer"", ""Unavailable: Essentials""]}",Uberlandia,Premium
41,10 guests · 4 bedrooms · 10 beds · 2.5 baths,Kitchen,5.0 (9 reviews),,Entire home**__**Enhanced Clean**__**Pets allowed**__**Great communication**__**House rules,€288/ night,"󰀥Check-in:  3:00 PM - 7:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more**__**󰐂Security Deposit - if you damage the home, you may be charged up to €200","{""amenity_Bathroom"": [""Hair dryer"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Iron""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Crib"", ""Children\u2019s books and toys"", ""High chair"", ""Changing table""], ""amenity_Heating and cooling"": [""Heating"", ""Indoor fireplace""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Stove"", ""Microwave"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Garden or backyard"", ""BBQ grill"", ""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Luggage dropoff allowed"", ""Host greets you""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Smoke alarm"", ""Unavailable: Washer"", ""Unavailable: Shampoo"", ""Unavailable: Carbon monoxide alarm""]}",Uberlandia,Premium
42,5 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,4.88 (8 reviews),,Entire home**__**Enhanced Clean**__**Great location**__**Cancellation policy**__**House rules,€160/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Hot water""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed"", ""Host greets you""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Shampoo""]}",Uberlandia,Premium
43,7 guests · 3 bedrooms · 4 beds · 1.5 baths,Kitchen,empty,,Entire home**__**Enhanced Clean**__**Self check-in**__**House rules,€318/ night,󰀥Check-in:  4:00 PM - 8:00 PM**__**󰄄Self check-in with lockbox**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠁Smoke alarm,"{""amenity_Bathroom"": [""Hot water"", ""Hair dryer"", ""Cleaning products""], ""amenity_Bedroom and laundry"": [""Bed linens"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""Game console: Xbox One"", ""Cable TV"", ""TV""], ""amenity_Family"": [""High chair"", ""Board games""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Dishes and silverware"", ""Baking sheet"", ""Dining table"", ""Freezer"", ""Wine glasses"", ""Refrigerator"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Stainless steel induction stove"", ""Coffee maker"", ""Stainless steel oven"", ""Dishwasher"", ""Microwave"", ""Toaster""], ""amenity_Outdoor"": [""Outdoor furniture"", ""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Lockbox"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Private entrance"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
44,8 guests · 3 bedrooms · 4 beds · 2 baths,Kitchen,5.0 (6 reviews),,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,€166/ night,"󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠁Smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €200","{""amenity_Bathroom"": [""Hot water"", ""Bathtub"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Bed linens"", ""Extra pillows and blankets"", ""Washer"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""Game console"", ""TV""], ""amenity_Family"": [""Crib"", ""High chair"", ""Pack \u2019n Play/travel crib""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""First aid kit"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher"", ""Kitchen"", ""Stove"", ""Coffee maker"", ""Oven"", ""Microwave""], ""amenity_Outdoor"": [""BBQ grill"", ""Patio or balcony"", ""Garden or backyard""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Private entrance"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
45,4 guests · 1 bedroom · 4 beds · 1 bath,Kitchen,empty,,Entire home**__**Enhanced Clean**__**Pool**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,€158/ night,󰀥Check-in:  Flexible**__**󱤄Not suitable for children and infants**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{},Uberlandia,Premium
46,6 guests · 2 bedrooms · 3 beds · 1.5 baths,Kitchen,5.0 (10 reviews),Entire home**__**Enhanced Clean**__**Vladimir is a Superhost**__**Cancellation policy**__**House rules,,€193 €158/ night,󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Hair dryer""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Dryer"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Dedicated workspace"", ""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Oven""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Elevator""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Washer"", ""Unavailable: Air conditioning"", ""Unavailable: Shampoo""]}",Uberlandia,Premium
47,6 guests · 2 bedrooms · 6 beds · 1 bath,Hosted by a business · Kitchen,4.67 (3 reviews),Entire home**__**Enhanced Clean**__**Gerber is a Superhost**__**Free cancellation until 2:00 PM on Mar 15**__**House rules,,€160/ night,󰀥Check-in:  2:00 PM - 10:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{},Uberlandia,Premium
48,8 guests · 3 bedrooms · 8 beds · 3 baths,Kitchen,4.27 (15 reviews),Entire home**__**Enhanced Clean**__**Great location**__**Free cancellation until 2:00 PM on Mar 15**__**House rules,,€97/ night,"󰀥Check-in:  2:00 PM - 11:00 PM**__**󰀥Checkout: 11:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠃Nearby lake, river, other body of water**__**󱠁Smoke alarm","{""amenity_Bathroom"": [""Hot water""], ""amenity_Bedroom and laundry"": [""Iron"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher"", ""Smoke alarm""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Baking sheet"", ""Oven"", ""Coffee maker"", ""Stove"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony"", ""Garden or backyard""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Breakfast""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm""]}",Uberlandia,Premium
49,6 guests · 2 bedrooms · 4 beds · 2 baths,Kitchen,empty,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,,€151/ night,󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Coffee maker"", ""Dishwasher""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Wifi"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Shampoo""]}",Uberlandia,Premium
50,6 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,4.83 (7 reviews),Entire home**__**Enhanced Clean**__**Experienced host**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€116/ night,󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm,"{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Pack \u2019n Play/travel crib"", ""High chair""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Coffee maker"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Oven"", ""Refrigerator"", ""Cooking basics"", ""Microwave"", ""Dishes and silverware""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Garden or backyard"", ""BBQ grill""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Shampoo"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
51,4 guests · 2 bedrooms · 2 beds · 2 baths,Kitchen,empty,Entire home**__**Enhanced Clean**__**Free cancellation until 12:00 PM on Mar 15**__**House rules,,€150/ night,"󰀥Check-in:  12:00 PM - 6:00 PM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €500","{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""First aid kit"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Private entrance"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Washer"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning""]}",Uberlandia,Premium
52,6 guests · 3 bedrooms · 3 beds · 1 bath,Kitchen,4.93 (84 reviews),,Entire home**__**Enhanced Clean**__**Great check-in experience**__**Cancellation policy**__**House rules,€300/ night,"󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more**__**󰐂Security Deposit - if you damage the home, you may be charged up to €500","{""amenity_Bathroom"": [""Hot water"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Indoor fireplace"", ""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Dishes and silverware""], ""amenity_Services"": [""Long term stays allowed"", ""Host greets you""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Smoke alarm"", ""Unavailable: Washer"", ""Unavailable: Private entrance"", ""Unavailable: Shampoo""]}",Uberlandia,Premium
